"disease","status","reason","n_samples","residual_df","n_taxa_tested","n_pathways_tested","n_pairs_tested","n_significant_links","n_positive_links","n_negative_links","covariates_used","covariates_dropped"
"CRC","analysed",NA,53,49,2,1,2,1,0,1,"age, gender, BMI",""
